Cust ID,Cust Name,Cust State,Emp ID,Employee Job Title,Employee Name,Number of Records,Order Total,Order Date,Order Num,Order Type,Price,Prod Category,Prod Name,Prod Number,Quantity,Sales Region
3008,Green-Shields,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,1,42315,02/04/19,1104910,Wholesale,455,Drones,DTI-84 Drone,DS305,93,N Central East
2490,Cathrine Martlew,Illinois,900015476,Senior Sales Associate,Alexis Golsworthy,1,395,05/04/19,1104934,Retail,395,Drones,DC-304 Drone,DS302,1,N Central East
4361,Ullrich Inc.,Kansas,900015476,Senior Sales Associate,Alexis Golsworthy,1,44.91,27/04/19,1105086,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,9,N Central East
3908,Predovic LLC,Iowa,900015476,Senior Sales Associate,Alexis Golsworthy,1,35320,08/05/19,1105153,Wholesale,883,Robots,RWW-75 Robot,RS706,40,N Central East
4000,Rippin Industries,Iowa,900015476,Senior Sales Associate,Alexis Golsworthy,1,64.95,31/05/19,1105307,Wholesale,12.99,eBooks,Cartesian Robots,EB504,5,N Central East
4347,Trevar Measures,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,1,24.99,03/06/19,1105330,Retail,24.99,eBooks,Building Your Own Drone,EB503,1,N Central East
3224,Jamie Monnelly,Iowa,900015476,Senior Sales Associate,Alexis Golsworthy,1,24.95,08/06/19,1105362,Retail,24.95,eBooks,Building Your First Robot,EB502,1,N Central East
4170,Skelly MacKniely,Wisconsin,900015476,Senior Sales Associate,Alexis Golsworthy,1,12,09/06/19,1105372,Retail,12,Blueprints,Ladybug Robot Blueprint,BP107,1,N Central East
3132,Hilpert Industries,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,1,44.95,13/06/19,1105403,Wholesale,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,5,N Central East
3953,Reba Leffler,Michigan,900015476,Senior Sales Associate,Alexis Golsworthy,1,36.99,14/06/19,1105409,Retail,36.99,Training Videos,Aerial Security,TV801,1,N Central East
2345,Bergstrom LLC,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,1,79.92,15/06/19,1105415,Wholesale,9.99,Blueprints,All Eyes Drone Blueprint,BP101,8,N Central East
3465,Kuvalis Group,Ohio,900015476,Senior Sales Associate,Alexis Golsworthy,1,303.92,03/07/19,1105534,Wholesale,37.99,Training Videos,Drone Video Techniques,TV804,8,N Central East
2344,Bergnaum Group,Ohio,900015476,Senior Sales Associate,Alexis Golsworthy,1,214.95,17/07/19,1105626,Wholesale,42.99,Training Videos,Understanding 3D Printing,TV809,5,N Central East
3132,Hilpert Industries,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,1,1068,19/07/19,1105640,Wholesale,89,Drone Kits,BYOD-300,DK204,12,N Central East
3557,Lockman Group,Kansas,900015476,Senior Sales Associate,Alexis Golsworthy,1,230.45,30/07/19,1105701,Wholesale,20.95,eBooks,Helicopter Drones,EB511,11,N Central East
2767,Durgan Group,Indiana,900015476,Senior Sales Associate,Alexis Golsworthy,1,16250,09/08/19,1105770,Wholesale,250,Drones,DX-145 Drone,DS306,65,N Central East
2371,Bins Inc.,Ohio,900015476,Senior Sales Associate,Alexis Golsworthy,1,1109.99,11/08/19,1105783,Wholesale,10.99,Blueprints,QuadroCopter Blueprint,BP109,101,N Central East
3271,Jen Okuneva,Michigan,900015476,Senior Sales Associate,Alexis Golsworthy,1,4.99,23/08/19,1105866,Retail,4.99,Blueprints,Cat Robot Blueprint,BP104,1,N Central East
3008,Green-Shields,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,1,119.9,27/08/19,1105890,Wholesale,11.99,Blueprints,Sleepy Eye Blueprint,BP110,10,N Central East
2312,Beahan Inc.,Hawaii,900019884,Sales Associate I,Amanda Hebden,1,219.89,09/09/17,1100988,Wholesale,19.99,eBooks,GPS Drones,EB509,11,Southwest
4494,Zemlak Inc.,California,900019884,Sales Associate I,Amanda Hebden,1,3600,10/09/17,1100994,Wholesale,450,Drones,DTD-7000 Drone,DS303,8,Southwest
4499,Zoo Technologies,Hawaii,900019884,Sales Associate I,Amanda Hebden,1,63.92,20/09/17,1101070,Wholesale,7.99,Blueprints,Panda Robot Blueprint,BP108,8,Southwest
4102,Sauer AI Tech,Nevada,900019884,Sales Associate I,Amanda Hebden,1,429.9,25/09/17,1101101,Wholesale,42.99,Training Videos,Understanding 3D Printing,TV809,10,Southwest
2337,Bengt Ennew,California,900019884,Sales Associate I,Amanda Hebden,1,24.95,05/10/17,1101167,Retail,24.95,eBooks,Multi Rotor Drones,EB512,1,Southwest
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,1,5592,25/10/17,1101311,Wholesale,699,Robots,RLK-9920 Robot,RS704,8,Southwest
2665,Deborah Nilles,California,900019884,Sales Associate I,Amanda Hebden,1,23.99,04/11/17,1101388,Retail,23.99,eBooks,Articulated Robots,EB501,1,Southwest
4073,Russel Group,California,900019884,Sales Associate I,Amanda Hebden,1,65.94,03/12/17,1101575,Wholesale,10.99,Blueprints,QuadroCopter Blueprint,BP109,6,Southwest
2386,Boehm Inc.,Idaho,900019884,Sales Associate I,Amanda Hebden,1,12840,08/12/17,1101622,Wholesale,214,Robot Kits,BYOR-3000,RK605,60,Southwest
4388,Victor Johnston,California,900019884,Sales Associate I,Amanda Hebden,1,24.99,21/12/17,1101697,Retail,24.99,eBooks,Building Your Own Drone,EB503,1,Southwest
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,1,214.5,04/01/18,1101798,Wholesale,19.5,eBooks,Understanding Artificial Intelligence,EB521,11,Southwest
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,1,1900,23/01/18,1101932,Wholesale,190,Robot Kits,BYOR-1000,RK602,10,Southwest
2401,Breitenberg LLC,California,900019884,Sales Associate I,Amanda Hebden,1,1432,10/02/18,1102041,Wholesale,179,Drone Kits,BYOD-550,DK209,8,Southwest
4367,Ursa Pilmoor,California,900019884,Sales Associate I,Amanda Hebden,1,450,28/02/18,1102152,Retail,225,Robot Kits,BYOR-3535,RK606,2,Southwest
4425,Wehner and Sons,California,900019884,Sales Associate I,Amanda Hebden,1,299.9,05/03/18,1102188,Wholesale,29.99,Training Videos,Virtual Reality Basics,TV813,10,Southwest
4056,Roxi Spenclay,Hawaii,900019884,Sales Associate I,Amanda Hebden,1,378,09/03/18,1102216,Retail,189,Robot Kits,BYOR-1500,RK603,2,Southwest
3672,Maxi Yukhtin,Hawaii,900019884,Sales Associate I,Amanda Hebden,1,7.99,11/03/18,1102238,Retail,7.99,Blueprints,Panda Robot Blueprint,BP108,1,Southwest
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,1,552,22/03/18,1102313,Wholesale,69,Drone Kits,BYOD-220,DK203,8,Southwest
2179,Alberta Alasdair,California,900019884,Sales Associate I,Amanda Hebden,1,899,11/04/18,1102437,Retail,899,Robots,MICR-23K Robot,RS702,1,Southwest
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,1,404.55,14/04/18,1102460,Wholesale,44.95,Training Videos,Understanding Automation,TV810,9,Southwest
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,1,265.93,04/05/18,1102589,Wholesale,37.99,Training Videos,Drone Video Techniques,TV804,7,Southwest
3241,Jaskolski Company,California,900019884,Sales Associate I,Amanda Hebden,1,29.94,14/05/18,1102666,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,6,Southwest
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,1,476.47,18/05/18,1102698,Wholesale,8.99,Blueprints,Bsquare Robot Blueprint,BP102,53,Southwest
4437,Wiatt Hawkyens,California,900019884,Sales Associate I,Amanda Hebden,1,334,18/05/18,1102692,Retail,167,Drone Kits,BYOD-500,DK208,2,Southwest
3569,Lorry Matteuzzi,Hawaii,900019884,Sales Associate I,Amanda Hebden,1,1798,21/05/18,1102713,Retail,899,Robots,MICR-23K Robot,RS702,2,Southwest
2210,Allyson Dumbare,California,900019884,Sales Associate I,Amanda Hebden,1,12,11/06/18,1102847,Retail,12,Blueprints,Ladybug Robot Blueprint,BP107,1,Southwest
2605,Cybill Spooner,Nevada,900019884,Sales Associate I,Amanda Hebden,1,23.99,17/06/18,1102894,Retail,23.99,eBooks,Articulated Robots,EB501,1,Southwest
4335,Toy LLC,California,900019884,Sales Associate I,Amanda Hebden,1,153.89,17/06/18,1102902,Wholesale,13.99,eBooks,Drone Building Essentials,EB507,11,Southwest
4073,Russel Group,California,900019884,Sales Associate I,Amanda Hebden,1,189.95,04/07/18,1103033,Wholesale,37.99,Training Videos,Drone Video Techniques,TV804,5,Southwest
2401,Breitenberg LLC,California,900019884,Sales Associate I,Amanda Hebden,1,111.92,13/07/18,1103106,Wholesale,13.99,eBooks,Drone Building Essentials,EB507,8,Southwest
3857,Palmer Sothcott,Nevada,900019884,Sales Associate I,Amanda Hebden,1,11.99,16/07/18,1103128,Retail,11.99,Blueprints,Sleepy Eye Blueprint,BP110,1,Southwest
4335,Toy LLC,California,900019884,Sales Associate I,Amanda Hebden,1,139.5,19/07/18,1103158,Wholesale,15.5,eBooks,Fixed Wing Drones,EB508,9,Southwest
3323,Jolie Renner,California,900019884,Sales Associate I,Amanda Hebden,1,235.8,29/07/18,1103237,Retail,58.95,Drone Kits,BYOD-200,DK202,4,Southwest
3279,Jere Court,California,900019884,Sales Associate I,Amanda Hebden,1,4.99,24/08/18,1103427,Retail,4.99,Blueprints,Cat Robot Blueprint,BP104,1,Southwest
4102,Sauer AI Tech,Nevada,900019884,Sales Associate I,Amanda Hebden,1,1391.42,04/09/18,1103506,Wholesale,23.99,eBooks,Articulated Robots,EB501,58,Southwest
4366,Upton LLC,California,900019884,Sales Associate I,Amanda Hebden,1,611.64,14/09/18,1103577,Wholesale,16.99,eBooks,Delta Robots,EB506,36,Southwest
3852,Pacocha Inc.,California,900019884,Sales Associate I,Amanda Hebden,1,552,20/09/18,1103610,Wholesale,69,Drone Kits,BYOD-220,DK203,8,Southwest
3493,Laurens Hammerberg,Hawaii,900019884,Sales Associate I,Amanda Hebden,1,378,05/10/18,1103717,Retail,189,Robot Kits,BYOR-1500,RK603,2,Southwest
4054,Rowe Meric,California,900019884,Sales Associate I,Amanda Hebden,1,189,11/10/18,1103744,Retail,189,Robot Kits,BYOR-1500,RK603,1,Southwest
4189,Spinka LLC,Nevada,900019884,Sales Associate I,Amanda Hebden,1,1575,15/10/18,1103774,Wholesale,225,Robot Kits,BYOR-3535,RK606,7,Southwest
2690,Derby Heasly,California,900019884,Sales Associate I,Amanda Hebden,1,23.99,18/10/18,1103798,Retail,23.99,eBooks,Polar Robots,EB514,1,Southwest
4083,Sally Gallego,California,900019884,Sales Associate I,Amanda Hebden,1,44.95,09/11/18,1103930,Retail,44.95,Training Videos,Understanding Automation,TV810,1,Southwest
2710,Dillon Ankunding,California,900019884,Sales Associate I,Amanda Hebden,1,34.99,04/12/18,1104092,Retail,34.99,Training Videos,Robotic Essentials,TV808,1,Southwest
2962,Geremy Krajcik,Hawaii,900019884,Sales Associate I,Amanda Hebden,1,190,05/12/18,1104101,Retail,190,Robot Kits,BYOR-1000,RK602,1,Southwest
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,1,299.4,21/12/18,1104219,Wholesale,24.95,eBooks,Building Your First Robot,EB502,12,Southwest
2595,Crist Innovations,California,900019884,Sales Associate I,Amanda Hebden,1,118.93,13/01/19,1104390,Wholesale,16.99,eBooks,Delta Robots,EB506,7,Southwest
3233,Janette MacBean,California,900019884,Sales Associate I,Amanda Hebden,1,455,02/02/19,1104495,Retail,455,Drones,DTI-84 Drone,DS305,1,Southwest
2526,Christie Joder,California,900019884,Sales Associate I,Amanda Hebden,1,49,12/02/19,1104553,Retail,49,Training Videos,Industrial 3D Printing,TV805,1,Southwest
3503,Leannon Group,California,900019884,Sales Associate I,Amanda Hebden,1,27000,14/02/19,1104570,Retail,450,Drones,DTD-7000 Drone,DS303,60,Southwest
3479,Lanita Anetts,California,900019884,Sales Associate I,Amanda Hebden,1,49,06/03/19,1104719,Retail,49,Training Videos,Industrial 3D Printing,TV805,1,Southwest
4063,Ruby Robel,Nevada,900019884,Sales Associate I,Amanda Hebden,1,29.99,06/03/19,1104726,Retail,29.99,Training Videos,Cloud Computing,TV803,1,Southwest
2487,Cassin Inc.,California,900019884,Sales Associate I,Amanda Hebden,1,2736,28/03/19,1104875,Wholesale,684,Robots,RQTE-554 Robot,RS705,4,Southwest
4393,Vinita Vidler,California,900019884,Sales Associate I,Amanda Hebden,1,23.99,20/04/19,1105041,Retail,23.99,eBooks,Polar Robots,EB514,1,Southwest
2428,Brose Duinbleton,California,900019884,Sales Associate I,Amanda Hebden,1,28.99,19/05/19,1105218,Retail,28.99,Training Videos,Understanding Raspberry PI,TV812,1,Southwest
2857,Fahey Forever Inc..,California,900019884,Sales Associate I,Amanda Hebden,1,1253,26/05/19,1105267,Wholesale,179,Drone Kits,BYOD-550,DK209,7,Southwest
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,1,3495,27/05/19,1105276,Wholesale,699,Robots,RLK-9920 Robot,RS704,5,Southwest
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,1,7689,30/05/19,1105297,Wholesale,699,Robots,RLK-9920 Robot,RS704,11,Southwest
4209,Stephanie Sweetman,California,900019884,Sales Associate I,Amanda Hebden,1,214,21/06/19,1105456,Retail,214,Robot Kits,BYOR-3000,RK605,1,Southwest
4335,Toy LLC,California,900019884,Sales Associate I,Amanda Hebden,1,4595.4,19/07/19,1105644,Wholesale,49.95,Training Videos,AI for Educators,TV802,92,Southwest
3241,Jaskolski Company,California,900019884,Sales Associate I,Amanda Hebden,1,1190,29/07/19,1105693,Wholesale,119,Drone Kits,BYOD-400,DK206,10,Southwest
2893,Fonz Troy,Nevada,900019884,Sales Associate I,Amanda Hebden,1,32.95,11/08/19,1105777,Retail,32.95,Training Videos,Open Source Code,TV807,1,Southwest
2858,Fallon Siburn,California,900019884,Sales Associate I,Amanda Hebden,1,11.99,13/08/19,1105797,Retail,11.99,Blueprints,Sleepy Eye Blueprint,BP110,1,Southwest
3440,Koss Industries,Nevada,900019884,Sales Associate I,Amanda Hebden,1,263.6,19/08/19,1105837,Wholesale,32.95,Training Videos,Open Source Code,TV807,8,Southwest
3207,Jacobi LLC,Arizona,900012297,Sales Associate,Amber Attarge,1,139.93,03/09/17,1100946,Wholesale,19.99,eBooks,GPS Drones,EB509,7,S Central West
2581,Corkery International,Utah,900012297,Sales Associate,Amber Attarge,1,1185,07/09/17,1100975,Wholesale,395,Drones,DC-304 Drone,DS302,3,S Central West
2378,Blue Sky Kites,Colorado,900012297,Sales Associate,Amber Attarge,1,343,19/09/17,1101062,Wholesale,49,Training Videos,Mapping with Drones,TV806,7,S Central West
3087,Hazel Bison,Arizona,900012297,Sales Associate,Amber Attarge,1,19.5,27/10/17,1101325,Retail,19.5,eBooks,Understanding Artificial Intelligence,EB521,1,S Central West
3327,Jones LLC,Arizona,900012297,Sales Associate,Amber Attarge,1,539.4,04/11/17,1101386,Wholesale,44.95,Training Videos,Understanding Automation,TV810,12,S Central West
2186,Aldus Leisman,Utah,900012297,Sales Associate,Amber Attarge,1,42.99,05/11/17,1101395,Retail,42.99,Training Videos,Understanding 3D Printing,TV809,1,S Central West
2764,Dulcie Geaney,Arizona,900012297,Sales Associate,Amber Attarge,1,49,01/12/17,1101552,Retail,49,Training Videos,Mapping with Drones,TV806,1,S Central West
3698,Mersey Buckie,Utah,900012297,Sales Associate,Amber Attarge,1,24.95,11/12/17,1101638,Retail,24.95,eBooks,Multi Rotor Drones,EB512,1,S Central West
3862,Parker Group,Arizona,900012297,Sales Associate,Amber Attarge,1,329.89,21/12/17,1101700,Wholesale,29.99,Training Videos,Virtual Reality Basics,TV813,11,S Central West
3180,Irita Pinnick,Colorado,900012297,Sales Associate,Amber Attarge,1,24.99,07/01/18,1101818,Retail,24.99,eBooks,Building Your Own Drone,EB503,1,S Central West
4332,Torphy Invisionaries,Arizona,900012297,Sales Associate,Amber Attarge,1,1547,16/02/18,1102078,Wholesale,119,Drone Kits,BYOD-400,DK206,13,S Central West
3520,Leon Minocchi,Colorado,900012297,Sales Associate,Amber Attarge,1,12.99,19/02/18,1102093,Retail,12.99,eBooks,Cartesian Robots,EB504,1,S Central West
2581,Corkery International,Utah,900012297,Sales Associate,Amber Attarge,1,220.87,22/02/18,1102110,Wholesale,16.99,eBooks,Delta Robots,EB506,13,S Central West
4370,Vally Lardge,Colorado,900012297,Sales Associate,Amber Attarge,1,34.99,13/03/18,1102253,Retail,34.99,Training Videos,Robotic Essentials,TV808,1,S Central West
3207,Jacobi LLC,Arizona,900012297,Sales Associate,Amber Attarge,1,79.9,26/03/18,1102334,Wholesale,7.99,Blueprints,Panda Robot Blueprint,BP108,10,S Central West
2316,Bechtelar LLC,Arizona,900012297,Sales Associate,Amber Attarge,1,341.62,08/05/18,1102619,Wholesale,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,38,S Central West
2789,Elga Bedboro,Utah,900012297,Sales Associate,Amber Attarge,1,179,15/05/18,1102683,Retail,179,Drone Kits,BYOD-550,DK209,1,S Central West
3886,Pennie Fillan,Colorado,900012297,Sales Associate,Amber Attarge,1,19.5,06/06/18,1102814,Retail,19.5,eBooks,Understanding Artificial Intelligence,EB521,1,S Central West
2348,Bernadette Ketch,Arizona,900012297,Sales Associate,Amber Attarge,1,27.5,10/06/18,1102841,Retail,27.5,Training Videos,Understanding Drone Regulations,TV811,1,S Central West
2525,Christiansen Group,Colorado,900012297,Sales Associate,Amber Attarge,1,1139.24,09/07/18,1103080,Wholesale,14.99,eBooks,Photograph Drones,EB513,76,S Central West
4039,Ron Gilfoy,Colorado,900012297,Sales Associate,Amber Attarge,1,36.99,22/07/18,1103183,Retail,36.99,Training Videos,Aerial Security,TV801,1,S Central West
3763,Murazik Inc.,Arizona,900012297,Sales Associate,Amber Attarge,1,567,08/08/18,1103302,Wholesale,189,Robot Kits,BYOR-1000,RK602,3,S Central West
